ID,Class,Enroll Count,Session,Meeting Days,Meeting Times,Room,Instructor
CSCE3444_001,Software Engineering,65,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP E266,"Doran,Jonathon"
CSCE3444_002,Software Engineering,60,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,BLB   005,"Gooranorimi,Hadiseh"
CSCE3444_003,Software Engineering,69,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K120,"Doran,Jonathon"
CSCE3530_001,Introduction to Computer Networks,60,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP E266,"Mosquera Ferrandiz,Fernando"
CSCE3530_003,Introduction to Computer Networks,10,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 2:20PM,NTDP F223,"Shastri,Supreeth"
CSCE3550_001,Foundations of Cybersecurity,80,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP E264,"Hochstetler,Jacob"
CSCE3550_002,Foundations of Cybersecurity,52,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B140,"Frenzel,Ervin H"
CSCE3550_003,Foundations of Cybersecurity,45,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP F218,"Hochstetler,Jacob"
CSCE3550_201,Foundations of Cybersecurity,22,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 6:20PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_203,Foundations of Cybersecurity,22,08/19/2024 - 12/13/2024,Wednesday,12:30PM to 1:20PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_204,Foundations of Cybersecurity,8,08/19/2024 - 12/13/2024,Tuesday,3:00PM to 3:50PM,NTDP F236,"Hochstetler,Jacob"
CSCE3550_206,Foundations of Cybersecurity,28,08/19/2024 - 12/13/2024,Thursday,3:00PM to 3:50PM,NTDP F242,"Hochstetler,Jacob"
CSCE3550_207,Foundations of Cybersecurity,33,08/19/2024 - 12/13/2024,Tuesday,3:00PM to 3:50PM,NTDP F243,"Frenzel,Ervin H"
CSCE3550_208,Foundations of Cybersecurity,19,08/19/2024 - 12/13/2024,Thursday,5:30PM to 6:20PM,NTDP F236,"Frenzel,Ervin H"
CSCE3550_209,Foundations of Cybersecurity,13,08/19/2024 - 12/13/2024,Thursday,8:30AM to 9:20AM,NTDP F210,"Hochstetler,Jacob"
CSCE3550_210,Foundations of Cybersecurity,32,08/19/2024 - 12/13/2024,Wednesday,4:30PM to 5:20PM,NTDP F243,"Hochstetler,Jacob"
CSCE3600_001,Principles of Systems Programming,48,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP B190,"Parupudi,Satya vrvt"
CSCE3600_002,Principles of Systems Programming,56,08/19/2024 - 12/13/2024,Monday Wednesday,8:30AM to 9:50AM,NTDP D201,"Parupudi,Satya vrvt"
CSCE3600_003,Principles of Systems Programming,65,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30PM to 9:50PM,NTDP K110,"James,Gary Thomas"
CSCE3600_004,Principles of Systems Programming,56,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP D201,"Parupudi,Satya vrvt"
CSCE3600_208,Principles of Systems Programming,32,08/19/2024 - 12/13/2024,Monday,4:30PM to 5:20PM,NTDP F223,"Parupudi,Satya vrvt"
CSCE3600_209,Principles of Systems Programming,20,08/19/2024 - 12/13/2024,Friday,11:30AM to 12:20PM,NTDP B142,"Parupudi,Satya vrvt"
CSCE3600_210,Principles of Systems Programming,28,08/19/2024 - 12/13/2024,Monday,9:00AM to 9:50AM,NTDP F243,"Parupudi,Satya vrvt"
CSCE3600_211,Principles of Systems Programming,31,08/19/2024 - 12/13/2024,Monday,11:30AM to 12:20PM,NTDP F223,"Parupudi,Satya vrvt"
CSCE3600_212,Principles of Systems Programming,25,08/19/2024 - 12/13/2024,Wednesday,12:30PM to 1:20PM,NTDP B142,"Parupudi,Satya vrvt"
CSCE3600_213,Principles of Systems Programming,39,08/19/2024 - 12/13/2024,Wednesday,11:30AM to 12:20PM,NTDP B142,"James,Gary Thomas"
CSCE3600_214,Principles of Systems Programming,24,08/19/2024 - 12/13/2024,Friday,9:30AM to 10:20AM,NTDP F210,"Parupudi,Satya vrvt"
CSCE3600_215,Principles of Systems Programming,26,08/19/2024 - 12/13/2024,Friday,11:30AM to 12:20PM,NTDP F270,"James,Gary Thomas"
CSCE3615_001,Enterprise Systems Architecture and Design,26,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP B140,"Keathly,David Mark"
CSCE3730_001,Reconfigurable Logic,45,08/19/2024 - 12/13/2024,Monday Wednesday,5:30PM to 6:50PM,NTDP K110,"Pottathuparambil,Robin Jacob"
CSCE3730_201,Reconfigurable Logic,31,08/19/2024 - 12/13/2024,Monday,4:30PM to 5:20PM,NTDP F243,"Pottathuparambil,Robin Jacob"
CSCE3730_202,Reconfigurable Logic,14,08/19/2024 - 12/13/2024,Monday,2:30PM to 3:20PM,NTDP F243,"Pottathuparambil,Robin Jacob"
CSCE4010_001,Social Issues in Computing,50,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP E265,"Eldow,Moawia"
CSCE4010_003,Social Issues in Computing,53,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP D201,"Eldow,Moawia"
CSCE4110_001,Algorithms,80,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP E264,"Mokarram dorri,Bahareh"
CSCE4110_002,Algorithms,68,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP K110,"Mokarram dorri,Bahareh"
CSCE4115_001,"Formal Languages, Automata, and Computability",56,08/19/2024 - 12/13/2024,Monday Wednesday,2:30PM to 3:50PM,NTDP D201,"Mokarram dorri,Bahareh"
CSCE4200_001,Web Search and Information Retrieval,8,08/19/2024 - 12/13/2024,Friday,10:00AM to 12:50PM,NTDP K150,"Wang,Haili"
CSCE4205_001,Introduction to Machine Learning,24,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K150,"Cui,Xinrui"
CSCE4210_001,Game Programming I,44,08/19/2024 - 12/13/2024,Monday,7:00PM to 8:50PM,NTDP E265,"Doran,Jonathon"
CSCE4210_201,Game Programming I,25,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 6:20PM,NTDP F204,"Doran,Jonathon"
CSCE4210_202,Game Programming I,4,08/19/2024 - 12/13/2024,Thursday,5:30PM to 6:20PM,NTDP F204,"Doran,Jonathon"
CSCE4210_204,Game Programming I,15,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 6:20PM,NTDP F204,"Doran,Jonathon"
CSCE4255_001,Programming Math and Physics for Games,10,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP F204,"Doran,Jonathon"
CSCE4290_001,Introduction to Natural Language Processing,10,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP D201,"Hartmann,Frederik"
CSCE4350_001,Fundamentals of Database Systems,54,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP K120,"Smith,Steven Winfield"
CSCE4430_001,Programming Languages,68,08/19/2024 - 12/13/2024,Monday Wednesday,2:30PM to 3:50PM,NTDP K110,"Murali,Beddhu"
CSCE4520_001,Wireless Networks and Protocols,8,08/19/2024 - 12/13/2024,Tuesday Thursday,11:30AM to 12:50PM,NTDP K120,"Yang,Qing"
CSCE4555_001,Computer Forensics,25,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP B155,"Frenzel,Ervin H"
CSCE4555_201,Computer Forensics,17,08/19/2024 - 12/13/2024,Friday,12:00PM to 12:50PM,NTDP F210,"Frenzel,Ervin H"
CSCE4555_202,Computer Forensics,4,08/19/2024 - 12/13/2024,Thursday,12:00PM to 12:50PM,NTDP F210,"Frenzel,Ervin H"
CSCE4555_203,Computer Forensics,2,08/19/2024 - 12/13/2024,Thursday,1:00PM to 1:50PM,NTDP F210,"Frenzel,Ervin H"
CSCE4555_204,Computer Forensics,2,08/19/2024 - 12/13/2024,Friday,1:00PM to 1:50PM,NTDP F210,"Frenzel,Ervin H"
CSCE4560_001,Secure Electronic Commerce,20,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP D201,"Zarafshani,Ali"
CSCE4565_001,Secure Software Development,11,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP B155,"Ben othmane,Lotfi"
CSCE4565_003,Secure Software Development,8,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP F243,"Ben othmane,Lotfi"
CSCE4565_201,Secure Software Development,0,08/19/2024 - 12/13/2024,Wednesday,12:00PM to 12:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4565_202,Secure Software Development,11,08/19/2024 - 12/13/2024,Tuesday,12:00PM to 12:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4565_203,Secure Software Development,0,08/19/2024 - 12/13/2024,Wednesday,1:00PM to 1:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4565_204,Secure Software Development,1,08/19/2024 - 12/13/2024,Tuesday,1:00PM to 1:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4565_205,Secure Software Development,0,08/19/2024 - 12/13/2024,Tuesday,2:00PM to 2:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4565_206,Secure Software Development,7,08/19/2024 - 12/13/2024,Wednesday,2:00PM to 2:50PM,NTDP F210,"Ben othmane,Lotfi"
CSCE4570_001,Information Privacy,10,08/19/2024 - 12/13/2024,Tuesday,2:30PM to 5:20PM,NTDP B142,"Frenzel,Ervin H"
CSCE4575_001,Blockchain and Applications,26,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP B155,"Murali,Beddhu"
CSCE4575_201,Blockchain and Applications,2,08/19/2024 - 12/13/2024,Monday,3:00PM to 3:50PM,NTDP F236,"Murali,Beddhu"
CSCE4575_202,Blockchain and Applications,24,08/19/2024 - 12/13/2024,Monday,4:00PM to 4:50PM,NTDP F236,"Murali,Beddhu"
CSCE4575_203,Blockchain and Applications,0,08/19/2024 - 12/13/2024,Monday,12:30PM to 1:20PM,NTDP F270,"Murali,Beddhu"
CSCE4620_001,Real-Time Operating Systems,5,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP E265,"Jiang,Beilei"
CSCE4730_001,VLSI Design,5,08/19/2024 - 12/13/2024,Monday Wednesday,4:00PM to 5:20PM,NTDP D201,"Mohanty,Saraju"
CSCE4810_001,Bioinformatics Algorithms,0,08/19/2024 - 12/13/2024,Monday Wednesday,10:00AM to 11:20AM,NTDP  D207A,"Al Olaimat,Mohammad"
CSCE4810_301,Bioinformatics Algorithms,0,08/19/2024 - 12/13/2024,Monday Wednesday,12:00PM to 12:50PM,NTDP D209A,"Al Olaimat,Mohammad"
CSCE4901_001,Software Development Capstone I,79,08/19/2024 - 12/13/2024,Tuesday Thursday,11:30AM to 12:50PM,NTDP E264,"Ludi,Stephanie Ann"
CSCE4901_002,Software Development Capstone I,87,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP K120,"Aljedaani Sr.,Wajdi Mohammed"
CSCE4901_003,Software Development Capstone I,42,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP F260,"Aljedaani Sr.,Wajdi Mohammed"
CSCE4905_001,Information Technology Capstone I,39,08/19/2024 - 12/13/2024,Monday Wednesday,2:30PM to 3:50PM,NTDP F260,"Keathly,David Mark"
CSCE4907_002,Cybersecurity Capstone I,26,08/19/2024 - 12/13/2024,Tuesday Thursday,1:00PM to 2:20PM,NTDP F260,"Shrestha,Pradhumna Lal"
CSCE4910_001,Computer Engineering Design I,18,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 5:20PM,NTDP F260,"Pottathuparambil,Robin Jacob"
CSCE4910_003,Computer Engineering Design I,12,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP F260,"Shrestha,Pradhumna Lal"
CSCE5150_001,Analysis of Computer Algorithms,89,08/19/2024 - 12/13/2024,Tuesday,2:30PM to 5:20PM,NTDP K150,"Li,Yuan"
CSCE5150_002,Analysis of Computer Algorithms,65,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP K120,"Wang,Haili"
CSCE5150_003,Analysis of Computer Algorithms,87,08/19/2024 - 12/13/2024,Saturday,11:30AM to 2:20PM,NTDP B155,"Li,Yuan"
CSCE5150_004,Analysis of Computer Algorithms,18,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP B155,"Wang,Wenting"
CSCE5150_005,Analysis of Computer Algorithms,82,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP B155,"Li,Yuan"
CSCE5150_006,Analysis of Computer Algorithms,74,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP E264,"Bhowmick,Sanjukta"
CSCE5200_001,Information Retrieval and Web Search,70,08/19/2024 - 12/13/2024,Friday,10:00AM to 12:50PM,NTDP K150,"Wang,Haili"
CSCE5200_002,Information Retrieval and Web Search,75,08/19/2024 - 12/13/2024,Thursday,8:30AM to 11:20AM,NTDP B155,"Wang,Haili"
CSCE5200_003,Information Retrieval and Web Search,85,08/19/2024 - 12/13/2024,Tuesday,11:30AM to 2:20PM,NTDP B185,"Wang,Haili"
CSCE5200_006,Information Retrieval and Web Search,35,08/19/2024 - 12/13/2024,Saturday,11:30AM to 12:50PM,NTDP K110,"Mizaeinia,Amir"
CSCE5210_001,Fundamentals of Artificial Intelligence,67,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP K120,"Pears,Russel Lawrence"
CSCE5210_002,Fundamentals of Artificial Intelligence,87,08/19/2024 - 12/13/2024,Saturday,11:30AM to 2:20PM,NTDP K150,"Sarkar,Subharag"
CSCE5210_003,Fundamentals of Artificial Intelligence,60,08/19/2024 - 12/13/2024,Friday,5:30PM to 8:20PM,NTDP B155,"Shi,Weishi"
CSCE5210_004,Fundamentals of Artificial Intelligence,119,08/19/2024 - 12/13/2024,Monday Wednesday,5:00PM to 6:20PM,Env   125,"Eldow,Moawia"
CSCE5210_005,Fundamentals of Artificial Intelligence,75,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,Env   110,"Bera,Tanmay"
CSCE5214_001,Software Development for Artificial Intelligence,48,08/19/2024 - 12/13/2024,Saturday,2:30PM to 5:20PM,NTDP K120,"Pears,Russel Lawrence"
CSCE5214_003,Software Development for Artificial Intelligence,80,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP E266,"Ben othmane,Lotfi"
CSCE5214_004,Software Development for Artificial Intelligence,80,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP E265,"Ben othmane,Lotfi"
CSCE5214_005,Software Development for Artificial Intelligence,77,08/19/2024 - 12/13/2024,Tuesday Thursday,7:00PM to 8:20PM,NTDP E266,"Tymoshchuk,Pavlo"
CSCE5215_001,Machine Learning,57,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K150,"Cui,Xinrui"
CSCE5215_002,Machine Learning,60,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP B185,"Sarkar,Subharag"
CSCE5215_003,Machine Learning,65,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP K120,"Rattani,Ajita"
CSCE5215_004,Machine Learning,65,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP B185,"Tariq,Zeenat"
CSCE5215_005,Machine Learning,34,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B155,"Pears,Russel Lawrence"
CSCE5215_600,Machine Learning,2,08/19/2024 - 12/13/2024,Tuesday Thursday,10:00AM to 11:20AM,NTDP K150,"Cui,Xinrui"
CSCE5218_001,Deep Learning,80,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP E265,"Shu,Tong"
CSCE5222_001,Feature Engineering,41,08/19/2024 - 12/13/2024,Tuesday Thursday,5:30PM to 6:50PM,LIFE A106,"Yuan,Xiaohui"
CSCE5222_002,Feature Engineering,71,08/19/2024 - 12/13/2024,Saturday,8:30AM to 11:20AM,NTDP E264,"Shah,Sayed Khushal"
CSCE5250_001,Introduction to Game Programming,4,08/19/2024 - 12/13/2024,Monday,7:00PM to 8:50PM,NTDP E265,"Doran,Jonathon"
CSCE5255_001,Programming Math and Physics for Games,0,08/19/2024 - 12/13/2024,Tuesday Thursday,8:30AM to 9:50AM,NTDP F204,"Doran,Jonathon"
CSCE5280_001,AI for Wearables and Healthcare,27,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP D201,"Albert,Mark Vincent"
CSCE5290_001,Natural Language Processing,41,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP D201,"Hartmann,Frederik"
CSCE5290_002,Natural Language Processing,40,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP B192,"Tariq,Zeenat"
CSCE5290_003,Natural Language Processing,70,08/19/2024 - 12/13/2024,Monday,4:00PM to 6:50PM,LIFE A304,"Tariq,Zeenat"
CSCE5290_004,Natural Language Processing,59,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP K110,"Murali,Beddhu"
CSCE5290_005,Natural Language Processing,13,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP K120,"Ray choudhury,Sagnik"
CSCE5300_001,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Saturday,2:30PM to 5:20PM,NTDP K150,"Tariq,Zeenat"
CSCE5300_002,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Saturday,5:30PM to 8:20PM,NTDP B185,"Tymoshchuk,Pavlo"
CSCE5300_003,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Saturday,11:30AM to 2:20PM,NTDP E264,"Tymoshchuk,Pavlo"
CSCE5300_004,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Friday,5:30PM to 8:20PM,NTDP E264,"Tymoshchuk,Pavlo"
CSCE5300_005,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP E264,"Feng,Yunhe"
CSCE5300_006,Introduction to Big Data and Data Science,120,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP K150,"Vadapalli,Ravi Kumar"
CSCE5300_007,Introduction to Big Data and Data Science,80,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP B185,"Tariq,Zeenat"
CSCE5310_002,Methods in Empirical Analysis,75,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B185,"Shah,Sayed Khushal"
CSCE5310_003,Methods in Empirical Analysis,31,08/19/2024 - 12/13/2024,Friday,10:00AM to 12:50PM,NTDP E264,"Mizaeinia,Amir"
CSCE5310_004,Methods in Empirical Analysis,30,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,CHEM  109,"Mizaeinia,Amir"
CSCE5320_001,Scientific Data Visualization,29,08/19/2024 - 12/13/2024,Monday Wednesday,1:00PM to 2:20PM,NTDP E265,"Shah,Sayed Khushal"
CSCE5320_002,Scientific Data Visualization,67,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP K110,"Shah,Sayed Khushal"
CSCE5320_003,Scientific Data Visualization,71,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP K150,"Pedram,Mahdi"
CSCE5320_004,Scientific Data Visualization,75,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP E265,"Shah,Sayed Khushal"
CSCE5350_001,Fundamentals of Database Systems,86,08/19/2024 - 12/13/2024,Tuesday Thursday,11:30AM to 12:50PM,NTDP B155,"Oh,Junghwan"
CSCE5350_004,Fundamentals of Database Systems,110,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP K150,"Dinayadura,Nirosha"
CSCE5370_001,Distributed & Parallel Database Systems,51,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP E266,"Kumara,Muthukudage Jayantha"
CSCE5370_002,Distributed & Parallel Database Systems,54,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP K110,"Kumara,Muthukudage Jayantha"
CSCE5380_001,Data Mining,80,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP E266,"Yuan,Jing"
CSCE5390_001,Multimedia Computing,57,08/19/2024 - 12/13/2024,Tuesday Thursday,5:30PM to 6:50PM,NTDP E266,"Oh,Junghwan"
CSCE5400_001,"Formal Languages, Automata and Computability",80,08/19/2024 - 12/13/2024,Monday,8:30AM to 11:20AM,NTDP E264,"Mokarram dorri,Bahareh"
CSCE5430_001,Software Engineering,93,08/19/2024 - 12/13/2024,Saturday,8:30AM to 11:20AM,NTDP K120,"Aljedaani Sr.,Wajdi Mohammed"
CSCE5430_005,Software Engineering,53,08/19/2024 - 12/13/2024,Thursday,5:30PM to 8:20PM,NTDP B185,"Amini salehi,Mohsen"
CSCE5430_007,Software Engineering,80,08/19/2024 - 12/13/2024,Thursday,2:30PM to 5:20PM,NTDP K150,"Ben othmane,Lotfi"
CSCE5430_010,Software Engineering,80,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP E264,"Aljedaani Sr.,Wajdi Mohammed"
CSCE5520_001,Wireless Networks and Protocols,130,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP B185,"Baba,Asif Iqbal"
CSCE5520_002,Wireless Networks and Protocols,75,08/19/2024 - 12/13/2024,Tuesday Thursday,11:30AM to 12:50PM,NTDP K120,"Yang,Qing"
CSCE5520_003,Wireless Networks and Protocols,80,08/19/2024 - 12/13/2024,Wednesday,5:30PM to 8:20PM,NTDP E266,"Baba,Asif Iqbal"
CSCE5520_004,Wireless Networks and Protocols,80,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP E265,"Baba,Asif Iqbal"
CSCE5550_001,Introduction to Computer Security,60,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP B185,"Morozov,Kirill"
CSCE5550_002,Introduction to Computer Security,26,08/19/2024 - 12/13/2024,Friday,5:30PM to 8:20PM,NTDP K110,"Tunc,Cihan"
CSCE5550_600,Introduction to Computer Security,4,08/19/2024 - 12/13/2024,Tuesday Thursday,2:30PM to 3:50PM,NTDP B185,"Morozov,Kirill"
CSCE5552_001,Cybersecurity Essentials,46,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP B190,"Zarafshani,Ali"
CSCE5552_002,Cybersecurity Essentials,24,08/19/2024 - 12/13/2024,Wednesday,4:00PM to 6:50PM,NTDP B142,"Hou,Tao"
CSCE5555_002,Computer Forensics,21,08/19/2024 - 12/13/2024,Friday,8:30AM to 11:20AM,NTDP B155,"Frenzel,Ervin H"
CSCE5555_203,Computer Forensics,18,08/19/2024 - 12/13/2024,Friday,12:00PM to 12:50PM,NTDP B140,"Frenzel,Ervin H"
CSCE5555_204,Computer Forensics,3,08/19/2024 - 12/13/2024,Friday,1:00PM to 1:50PM,NTDP B140,"Frenzel,Ervin H"
CSCE5560_001,Secure Electronic Commerce,37,08/19/2024 - 12/13/2024,Monday,2:30PM to 5:20PM,NTDP E266,"Zarafshani,Ali"
CSCE5560_002,Secure Electronic Commerce,38,08/19/2024 - 12/13/2024,Wednesday,2:30PM to 5:20PM,NTDP E266,"Zarafshani,Ali"
CSCE5565_001,Secure Software Development,16,08/19/2024 - 12/13/2024,Wednesday,8:30AM to 11:20AM,NTDP F243,"Ben othmane,Lotfi"
CSCE5565_003,Secure Software Development,22,08/19/2024 - 12/13/2024,Tuesday,5:30PM to 8:20PM,NTDP B155,"Ben othmane,Lotfi"
CSCE5575_001,Blockchain and Applications,21,08/19/2024 - 12/13/2024,Monday,5:30PM to 8:20PM,NTDP B155,"Murali,Beddhu"
CSCE5575_201,Blockchain and Applications,5,08/19/2024 - 12/13/2024,Monday,11:30AM to 12:20PM,NTDP F218,"Murali,Beddhu"
CSCE5575_202,Blockchain and Applications,16,08/19/2024 - 12/13/2024,Monday,12:30PM to 1:20PM,NTDP F210,"Murali,Beddhu"
CSCE5580_002,Computer Networks,66,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP K120,"Mizaeinia,Amir"
CSCE5580_004,Computer Networks,65,08/19/2024 - 12/13/2024,Friday,2:30PM to 5:20PM,NTDP E265,"Qiu,Chenxi"
CSCE5580_005,Computer Networks,19,08/19/2024 - 12/13/2024,Tuesday Thursday,4:00PM to 5:20PM,NTDP E266,"Wang,Tao"
CSCE5585_001,Advanced Network Security,28,08/19/2024 - 12/13/2024,Friday,11:30AM to 2:20PM,NTDP K110,"Zarafshani,Ali"
